  180   692   789	RPs/Img: 74.02	IOU: 66.54%	Recall:87.71%
  181   695   792	RPs/Img: 73.89	IOU: 66.56%	Recall:87.75%
  182   699   796	RPs/Img: 73.73	IOU: 66.56%	Recall:87.81%
  183   700   797	RPs/Img: 73.41	IOU: 66.57%	Recall:87.83%
  184   702   799	RPs/Img: 73.24	IOU: 66.59%	Recall:87.86%
  185   711   809	RPs/Img: 73.69	IOU: 66.61%	Recall:87.89%
  186   714   812	RPs/Img: 73.97	IOU: 66.63%	Recall:87.93%
  187   715   813	RPs/Img: 73.95	IOU: 66.63%	Recall:87.95%
  188   716   814	RPs/Img: 73.71	IOU: 66.66%	Recall:87.96%
  189   732   832	RPs/Img: 74.19	IOU: 66.66%	Recall:87.98%
  190   734   834	RPs/Img: 74.16	IOU: 66.68%	Recall:88.01%
  191   735   835	RPs/Img: 73.84	IOU: 66.70%	Recall:88.02%
  192   736   836	RPs/Img: 73.72	IOU: 66.69%	Recall:88.04%
  193   737   837	RPs/Img: 73.45	IOU: 66.71%	Recall:88.05%
  194   743   844	RPs/Img: 73.67	IOU: 66.68%	Recall:88.03%
  195   744   845	RPs/Img: 73.43	IOU: 66.67%	Recall:88.05%
  196   748   849	RPs/Img: 73.56	IOU: 66.68%	Recall:88.10%
  197   750   851	RPs/Img: 73.48	IOU: 66.69%	Recall:88.13%
  198   764   868	RPs/Img: 74.37	IOU: 66.62%	Recall:88.02%
  199   773   881	RPs/Img: 74.55	IOU: 66.50%	Recall:87.74%
  200   778   887	RPs/Img: 74.51	IOU: 66.48%	Recall:87.71%
  201   781   890	RPs/Img: 74.35	IOU: 66.45%	Recall:87.75%
  202   782   891	RPs/Img: 73.99	IOU: 66.45%	Recall:87.77%
  203   786   895	RPs/Img: 73.86	IOU: 66.54%	Recall:87.82%
  204   787   896	RPs/Img: 73.58	IOU: 66.53%	Recall:87.83%
  205   790   899	RPs/Img: 73.54	IOU: 66.54%	Recall:87.88%
  206   791   900	RPs/Img: 73.29	IOU: 66.55%	Recall:87.89%
  207   794   903	RPs/Img: 73.28	IOU: 66.58%	Recall:87.93%
  208   802   911	RPs/Img: 73.33	IOU: 66.58%	Recall:88.04%
  209   803   912	RPs/Img: 73.55	IOU: 66.60%	Recall:88.05%
  210   804   913	RPs/Img: 73.28	IOU: 66.61%	Recall:88.06%
  211   805   914	RPs/Img: 73.02	IOU: 66.63%	Recall:88.07%
  212   806   915	RPs/Img: 72.82	IOU: 66.63%	Recall:88.09%
  213   807   916	RPs/Img: 72.79	IOU: 66.63%	Recall:88.10%
  214   813   925	RPs/Img: 73.53	IOU: 66.54%	Recall:87.89%
  215   820   932	RPs/Img: 74.26	IOU: 66.52%	Recall:87.98%
  216   822   934	RPs/Img: 74.10	IOU: 66.53%	Recall:88.01%
  217   824   936	RPs/Img: 73.85	IOU: 66.52%	Recall:88.03%
  218   825   937	RPs/Img: 73.56	IOU: 66.53%	Recall:88.05%
  219   829   941	RPs/Img: 73.66	IOU: 66.52%	Recall:88.10%
  220   831   943	RPs/Img: 73.72	IOU: 66.52%	Recall:88.12%
  221   834   946	RPs/Img: 73.46	IOU: 66.52%	Recall:88.16%
  222   838   950	RPs/Img: 73.60	IOU: 66.59%	Recall:88.21%
  223   839   951	RPs/Img: 73.38	IOU: 66.60%	Recall:88.22%
